Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Spending,Total_Purchases,Average_Spend,Family_Size,Age,Engagement,Spending_Ratio
Graduation,Married,69139.0,0,1,2014-01-27,23,86,12,75,33,15,6,1,4,1,5,4,0,0,0,0,0,0,0,227,10,20.636363636363637,2,61,0.4166666666666667,0.003283193520393405
Master,Married,52973.0,0,1,2012-11-08,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0,1152,24,46.08,2,70,0.25806451612903225,0.021746517159361198
PhD,Together,51717.0,0,1,2013-08-20,55,98,1,17,0,1,5,1,3,0,4,7,0,1,0,0,0,0,0,122,7,15.25,2,61,0.125,0.0023589465949959395
Graduation,Married,18793.0,1,0,2013-01-12,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0,77,6,11.0,2,55,0.4,0.0040970522507183145
2n Cycle,Together,66664.0,0,0,2012-09-25,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,0,1289,18,67.84210526315789,1,44,0.22784810126582278,0.019335483387084677
Graduation,Single,50664.0,1,1,2013-01-16,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,561,15,35.0625,3,67,0.23076923076923078,0.011072732655679464
Graduation,Together,54414.0,1,1,2013-01-23,49,109,18,16,24,26,18,4,3,1,5,4,0,0,0,0,0,0,0,211,9,21.1,3,63,0.18,0.0038776072774051274
PhD,Married,54549.0,0,1,2014-03-03,8,216,2,6,0,0,9,2,5,1,4,7,0,0,0,0,0,0,0,233,10,21.181818181818183,2,74,1.1111111111111112,0.004271310724106325
PhD,Widow,47111.0,0,1,2012-09-08,35,595,71,153,120,112,41,6,3,2,10,9,0,0,0,0,0,0,0,1092,15,68.25,2,55,0.4166666666666667,0.023178807947019868
PhD,Divorced,41003.0,0,0,2013-03-17,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,601,16,35.35294117647059,1,63,1.3333333333333333,0.014657106623744025
Graduation,Together,19444.0,1,0,2014-02-22,8,16,0,23,3,2,10,3,4,1,2,7,0,0,0,0,0,0,1,54,7,6.75,2,44,0.7777777777777778,0.0027770635124710723
2n Cycle,Together,36301.0,1,0,2013-10-25,53,11,12,35,3,5,12,1,3,0,3,7,0,0,0,0,0,0,0,78,6,11.142857142857142,2,50,0.1111111111111111,0.002148641948102033
PhD,Together,73059.0,0,1,2013-08-31,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,1095,25,42.11538461538461,2,79,0.6756756756756757,0.01498768135778812
PhD,Together,42731.0,1,0,2013-10-21,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,244,10,22.181818181818183,2,57,0.15384615384615385,0.005710006552466535
PhD,Married,52854.0,1,1,2014-03-24,43,105,0,10,0,1,0,2,2,1,4,5,0,0,0,0,0,0,0,116,7,14.5,3,67,0.1590909090909091,0.002194683568252767
Graduation,Together,22775.0,1,0,2013-06-19,40,5,1,8,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,15,3,3.75,2,48,0.07317073170731707,0.0006585879873551106
PhD,Together,46681.0,0,2,2013-10-08,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,0,425,14,28.333333333333332,3,78,0.2641509433962264,0.009104151493080845
PhD,Married,59821.0,0,1,2013-04-12,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,734,20,34.95238095238095,2,71,1.6666666666666667,0.01226973354284377
Graduation,Divorced,50002.0,0,1,2013-06-17,21,443,5,71,21,16,82,2,8,2,7,7,0,0,0,0,0,0,0,638,17,35.44444444444444,2,72,0.7727272727272727,0.012759234445933245
Graduation,Married,69755.0,0,0,2013-10-02,23,217,77,373,111,23,93,1,3,6,12,1,0,0,0,0,0,0,0,894,21,40.63636363636363,1,81,0.875,0.012816101840701874
Graduation,Married,44078.0,1,1,2014-06-19,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,41,5,6.833333333333333,3,57,0.2777777777777778,0.0009301481431066948
Master,Together,30560.0,1,0,2013-06-27,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,0,31,4,6.2,2,50,0.5714285714285714,0.0010143647131965576
Master,Together,35924.0,1,1,2014-03-23,56,8,0,14,2,3,7,1,1,0,3,5,0,0,0,0,0,0,0,34,4,6.8,3,57,0.07017543859649122,0.0009464161447459987
PhD,Divorced,64140.0,0,2,2013-09-23,71,1459,0,61,0,15,215,5,2,5,6,5,1,0,1,0,1,0,1,1750,13,125.0,3,62,0.18055555555555555,0.02728364072901888
Graduation,Together,56386.0,1,1,2012-10-27,51,230,48,214,13,32,75,8,9,1,7,9,0,0,0,0,0,0,0,612,17,34.0,3,45,0.3269230769230769,0.010853565538155958
Basic,Together,24594.0,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,0,29,4,5.8,2,47,0.042105263157894736,0.0011791014433828013
2n Cycle,Together,75774.0,1,0,2014-05-02,27,340,21,134,258,14,56,1,7,5,8,4,0,0,0,0,0,0,0,823,20,39.19047619047619,2,45,0.7142857142857143,0.010861101946552293
Master,Divorced,39228.0,0,0,2013-05-10,1,7,1,6,0,3,3,1,0,0,3,4,0,0,0,0,0,0,0,20,3,5.0,1,66,1.5,0.0005098269137627776
Master,Married,58494.0,0,1,2013-12-12,56,298,7,68,4,0,19,2,6,2,6,6,0,0,0,0,0,0,0,396,14,26.4,2,52,0.24561403508771928,0.006769809385417557
Graduation,Single,58684.0,0,0,2014-06-16,71,479,35,179,28,7,85,1,5,3,12,2,0,1,0,0,0,0,0,813,20,38.714285714285715,1,45,0.2777777777777778,0.013853625287552185
Graduation,Divorced,57136.0,0,0,2013-05-18,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,0,1,1179,19,58.95,1,59,1.0,0.020634615048042423
PhD,Widow,56551.0,1,1,2014-05-07,48,67,4,32,17,2,16,3,2,1,4,4,0,0,0,0,0,0,0,138,7,17.25,3,76,0.14285714285714285,0.002440231998868298
Graduation,Married,22448.0,1,0,2014-02-26,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0,55,6,7.857142857142857,2,44,0.06896551724137931,0.0024499977727292974
Graduation,Single,82014.0,0,0,2012-08-20,48,980,37,265,35,163,31,1,3,6,12,6,0,0,0,0,0,0,1,1511,21,68.68181818181819,1,65,0.42857142857142855,0.0184234591233311
Graduation,Widow,34213.0,1,1,2012-09-07,2,50,4,28,6,3,26,3,3,1,2,9,0,0,0,0,0,0,1,117,6,16.714285714285715,3,63,2.0,0.003419652773718361
Graduation,Together,118423.5,0,0,2013-04-29,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,1730,28,59.6551724137931,1,49,2.0,0.014608463620281276
PhD,Widow,25358.0,0,1,2013-07-22,57,19,0,5,0,0,8,2,1,0,3,6,0,0,0,0,0,0,0,32,4,6.4,2,79,0.06896551724137931,0.0012618794116487243
Master,Single,35544.0,1,0,2014-03-08,77,30,5,23,4,1,4,1,2,0,3,7,0,0,0,0,0,0,0,67,5,11.166666666666666,2,48,0.0641025641025641,0.0018849345899563932
Master,Together,36634.0,0,1,2013-05-28,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,0,335,12,25.76923076923077,2,72,12.0,0.009144260952640917
PhD,Married,62670.0,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0,0,0,0,0,0,825,21,37.5,2,72,0.3620689655172414,0.013163983341577444
2n Cycle,Together,50334.0,0,1,2013-07-24,24,284,16,160,84,16,134,6,7,4,6,6,0,0,0,0,0,0,0,694,17,38.55555555555556,2,54,0.68,0.013787622926393166
Graduation,Single,72066.0,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,0,0,1,1,0,0,1,1792,16,105.41176470588235,1,45,0.2857142857142857,0.024865749927151123
PhD,Single,50729.0,1,1,2013-05-02,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,496,15,31.0,3,68,0.23809523809523808,0.0097772521190617
Graduation,Together,34916.0,2,0,2013-05-15,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,231,9,23.1,3,58,0.1,0.006615688633044076
Graduation,Divorced,64892.0,0,1,2014-05-29,77,527,24,230,32,24,65,2,6,4,12,4,0,0,0,0,0,0,0,902,22,39.21739130434783,2,50,0.28205128205128205,0.013899804293221149
Graduation,Single,43602.0,1,1,2014-01-10,45,19,5,12,10,3,19,3,3,1,2,6,0,0,0,0,0,0,0,68,6,9.714285714285714,3,60,0.13043478260869565,0.0015595257207072907
PhD,Single,33996.0,0,0,2013-09-11,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,71,5,11.833333333333334,1,37,0.10638297872340426,0.0020884195664323322
2n Cycle,Single,41473.0,1,0,2013-06-19,80,21,8,20,15,3,9,1,2,0,3,7,0,0,0,0,0,0,0,76,5,12.666666666666666,2,41,0.06172839506172839,0.0018324733568018518
PhD,Married,63246.0,0,2,2013-08-20,60,593,30,91,29,22,7,1,6,3,12,4,0,0,0,0,0,0,0,772,21,35.09090909090909,3,59,0.3442622950819672,0.01220611254288741
PhD,Married,36732.0,1,1,2013-12-29,71,21,5,3,10,1,7,3,1,1,4,2,0,0,0,0,0,0,0,47,6,6.714285714285714,3,67,0.08333333333333333,0.001279503443769907
PhD,Married,69084.0,1,0,2013-11-19,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,1586,23,66.08333333333333,2,56,0.5227272727272727,0.022957226604907
PhD,Married,77766.0,0,1,2013-02-22,97,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,0,1,1529,32,46.333333333333336,2,59,0.32653061224489793,0.019661295922434967
PhD,Single,37929.0,0,0,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,1,265,11,22.083333333333332,1,41,0.22,0.0069865541787503295
Graduation,Together,86610.0,0,0,2013-09-05,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,1603,17,89.05555555555556,1,75,0.2537313432835821,0.01850804170370969
Master,Married,80141.0,0,0,2013-01-11,20,1184,102,673,52,40,40,1,7,4,10,6,0,0,1,0,0,0,1,2091,21,95.04545454545455,1,40,1.0,0.02609118814104964
2n Cycle,Married,72635.0,0,0,2013-06-03,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,981,20,46.714285714285715,1,71,0.36363636363636365,0.013505699653064597
Graduation,Married,69016.0,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,1533,30,49.45161290322581,2,56,0.4838709677419355,0.022211918802613848
2n Cycle,Together,20193.0,0,0,2012-11-28,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,82,6,11.714285714285714,1,35,0.3157894736842105,0.004060612062989006
Graduation,Married,27573.0,1,0,2013-03-25,45,50,15,110,39,15,15,4,5,1,4,8,0,0,0,0,0,0,0,244,10,22.181818181818183,2,51,0.21739130434782608,0.008848915645172989
Basic,Single,15862.0,1,0,2013-06-27,26,1,1,4,11,9,10,1,1,0,3,8,0,0,0,0,0,0,0,36,4,7.2,2,47,0.14814814814814814,0.002269432011599319
PhD,Married,49544.0,1,0,2013-02-12,0,308,0,73,0,0,23,2,5,1,8,7,0,0,0,0,0,0,0,404,14,26.933333333333334,2,50,14.0,0.008154203249571097
Graduation,Married,33228.0,1,0,2014-01-23,28,22,2,31,7,4,5,1,2,0,3,7,0,0,0,0,0,0,0,71,5,11.833333333333334,2,46,0.1724137931034483,0.0021366878329170304
Graduation,Together,70440.0,0,0,2013-10-08,49,690,117,499,76,102,88,1,5,10,7,3,0,0,0,1,0,0,0,1572,22,68.34782608695652,1,48,0.44,0.022316548600956828
Graduation,Together,38232.0,1,1,2014-01-17,84,43,5,28,7,6,33,4,3,1,3,5,0,0,0,0,0,0,0,122,7,15.25,3,55,0.08235294117647059,0.0031909606884105352
PhD,Married,22554.0,1,1,2012-11-03,38,27,0,10,0,0,4,4,2,0,4,5,0,0,0,0,0,0,0,41,6,5.857142857142857,3,71,0.15384615384615385,0.0018177787630237199
PhD,Married,23536.0,1,0,2014-06-04,53,6,0,3,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,10,3,2.5,2,43,0.05555555555555555,0.0004248629816884055
Graduation,Married,49413.0,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,304,11,25.333333333333332,2,74,0.12359550561797752,0.006152102642975675
Graduation,Married,42231.0,1,1,2014-03-25,99,24,0,8,0,1,4,1,1,0,3,5,0,0,0,0,0,0,0,37,4,7.4,3,57,0.04,0.0008761129001704868
Master,Divorced,78789.0,0,0,2012-08-08,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,0,1,1754,15,109.625,1,46,1.1538461538461537,0.022261708338621653
Graduation,Together,56534.0,0,1,2013-07-23,35,691,7,61,10,0,46,4,10,4,7,8,0,1,0,0,1,0,1,815,21,37.04545454545455,2,58,0.5833333333333334,0.014415848589369416
Graduation,Single,58350.0,0,1,2013-01-04,5,493,26,206,116,80,80,4,8,3,12,6,0,0,0,0,0,0,0,1001,23,41.708333333333336,2,55,3.8333333333333335,0.017154804544909256
Graduation,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,1157,21,52.59090909090909,1,37,0.2692307692307692,0.014245610578935704
Graduation,Single,49090.0,0,1,2013-07-19,45,494,5,82,7,0,100,3,7,2,9,7,0,0,0,0,0,0,0,688,18,36.21052631578947,2,75,0.391304347826087,0.014014788861502108
Master,Divorced,61787.0,0,0,2013-07-06,71,621,73,414,78,48,85,1,8,4,6,5,0,0,0,0,0,0,0,1319,18,69.42105263157895,1,39,0.25,0.02134718715608209
PhD,Married,18169.0,1,0,2013-02-19,40,9,0,5,0,0,7,1,1,0,2,8,0,0,0,0,0,0,0,21,3,5.25,2,41,0.07317073170731707,0.0011557512383048982
2n Cycle,Single,24336.0,1,0,2012-08-27,82,1,6,2,8,2,12,1,1,0,2,7,0,0,0,0,0,0,0,31,3,7.75,2,45,0.03614457831325301,0.0012737806631877388
Graduation,Married,18222.0,0,0,2012-12-31,70,12,4,19,12,6,14,1,2,0,3,8,0,0,0,0,0,0,0,67,5,11.166666666666666,1,36,0.07042253521126761,0.003676672337156341
Graduation,Divorced,62335.0,0,1,2013-05-23,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,708,19,35.4,2,74,0.2159090909090909,0.011357802874743327
2n Cycle,Together,42033.0,1,1,2012-09-19,95,11,1,4,2,0,7,1,1,0,2,7,0,0,0,0,0,0,0,25,3,6.25,3,55,0.03125,0.000594756625588809
PhD,Married,86580.0,0,0,2013-02-27,72,532,21,127,26,20,20,0,4,2,5,1,0,0,1,0,0,0,0,746,11,62.166666666666664,1,43,0.1506849315068493,0.008616209098994005
PhD,Divorced,41437.0,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,0,0,0,0,0,32,4,6.4,3,69,0.6666666666666666,0.0007722380423765626
Master,Widow,73705.0,0,2,2014-03-05,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,1695,23,70.625,3,75,0.26436781609195403,0.022996770954874773
Graduation,Married,61064.0,0,1,2012-08-31,80,387,126,342,0,45,180,5,8,4,11,6,0,0,0,0,0,0,0,1080,23,45.0,2,50,0.2839506172839506,0.017686072218128224
Master,Married,38452.0,1,1,2014-03-30,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,72,6,10.285714285714286,3,71,0.09523809523809523,0.0018724156762801342
Graduation,Single,18358.0,1,0,2013-11-20,49,6,8,19,16,4,4,3,3,0,4,7,0,0,0,0,0,0,0,57,7,7.125,2,37,0.14,0.0031047442671169453
PhD,Together,55012.0,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,660,19,33.0,2,53,0.22093023255813954,0.011997164306618435
Basic,Together,9722.0,1,0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,1,103,7,12.875,2,53,0.875,0.010593438239226576
PhD,Married,38175.0,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,0,0,0,0,0,153,8,17.0,2,42,1.1428571428571428,0.004007753562447611
Master,Together,58656.0,0,1,2012-09-20,25,962,12,194,16,24,12,4,7,8,13,6,0,0,1,0,0,0,0,1220,28,42.06896551724138,2,70,1.0769230769230769,0.020798881633905586
Graduation,Together,52117.0,0,1,2012-08-16,55,112,10,107,30,0,20,2,5,2,4,7,0,0,0,0,0,0,0,279,11,23.25,2,61,0.19642857142857142,0.005353236885528992
Graduation,Married,64813.0,1,0,2014-01-02,81,293,0,124,179,97,52,1,7,2,10,5,0,0,0,0,0,0,0,745,19,37.25,2,48,0.23170731707317074,0.01149443021569414
PhD,Married,54222.0,0,1,2014-03-01,98,199,12,31,3,12,7,1,3,3,5,3,0,0,0,0,0,0,0,264,11,22.0,2,53,0.1111111111111111,0.004868782619921436
Graduation,Married,83512.0,0,0,2014-06-17,31,1060,61,835,80,20,101,1,4,7,10,1,1,0,1,1,1,0,1,2157,21,98.04545454545455,1,40,0.65625,0.025828314154682504
Master,Married,77520.0,0,1,2013-08-28,30,940,44,396,0,88,58,1,8,7,7,4,1,0,1,1,0,0,1,1526,22,66.34782608695652,2,67,0.7096774193548387,0.0196849885837386
Graduation,Together,41154.0,0,1,2013-04-09,98,44,2,11,2,3,7,1,1,0,4,5,0,0,0,0,0,0,0,69,5,11.5,2,48,0.050505050505050504,0.0016765885068642935
Graduation,Married,80398.0,0,0,2012-11-10,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,1597,25,61.42307692307692,1,60,0.26881720430107525,0.019863431137203198
Basic,Single,18746.0,1,0,2014-05-29,41,2,10,11,12,9,20,2,3,0,3,6,0,0,0,0,0,0,0,64,6,9.142857142857142,2,34,0.14285714285714285,0.0034138795540619832
Graduation,Together,35196.0,1,0,2012-11-13,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,497,12,38.23076923076923,2,42,0.17391304347826086,0.01412052163536665
Graduation,Single,60230.0,0,1,2013-05-20,78,520,20,367,39,81,40,2,6,3,6,5,0,0,0,0,0,0,0,1067,15,66.6875,2,70,0.189873417721519,0.01771513008251565
Graduation,Married,22108.0,1,1,2014-05-08,46,5,3,9,6,2,6,2,2,0,3,7,0,0,0,0,0,0,0,31,5,5.166666666666667,3,49,0.10638297872340426,0.0014021439232891582
Graduation,Together,44392.0,1,1,2013-09-05,71,87,5,71,7,12,29,5,4,1,4,7,0,0,0,0,0,0,0,211,9,21.1,3,52,0.125,0.004753001599351249
PhD,Married,55424.0,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,0,0,0,0,1,877,21,39.86363636363637,2,50,3.0,0.01582318448353631
Graduation,Married,17688.0,1,0,2013-01-13,82,2,2,1,3,1,2,1,1,0,2,8,0,0,0,0,0,1,0,11,3,2.75,2,47,0.03614457831325301,0.0006218553903555882
PhD,Married,92491.0,0,0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,1,2034,24,81.36,1,43,0.3333333333333333,0.021991091121394284
Graduation,Single,90273.0,0,0,2013-12-14,32,704,129,853,120,74,111,1,5,6,7,2,0,1,1,1,0,0,1,1991,18,104.78947368421052,1,35,0.5454545454545454,0.022055076766289296
PhD,Widow,82571.0,0,0,2014-04-02,28,861,31,558,62,95,79,0,6,5,13,2,0,0,1,0,0,0,0,1686,24,67.44,1,64,0.8275862068965517,0.02041854381630577
PhD,Single,38513.0,1,0,2014-01-28,20,172,3,115,16,0,18,5,6,1,5,8,0,0,0,0,0,0,1,324,12,24.923076923076923,2,44,0.5714285714285714,0.0084125253154697
Master,Single,16653.0,1,0,2014-04-18,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,0,1,69,6,9.857142857142858,2,47,0.5454545454545454,0.004143148793082743
Graduation,Together,42586.0,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,0,0,0,0,0,0,1,252,11,21.0,3,71,1.375,0.005917298706177941
Basic,Single,23529.0,0,1,2013-01-07,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,54,4,10.8,2,61,0.058823529411764705,0.002294942626434339
Master,Together,74881.0,1,1,2013-03-08,48,505,72,270,36,27,54,4,9,2,12,5,0,0,0,0,0,0,0,964,23,40.166666666666664,3,65,0.46938775510204084,0.012873587778104217
Graduation,Married,71107.0,0,1,2013-02-17,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,1327,26,49.148148148148145,2,75,0.41935483870967744,0.018661753951735388
PhD,Together,46910.0,1,1,2014-03-23,36,48,0,14,0,0,6,2,2,0,3,6,0,0,0,0,0,0,0,68,5,11.333333333333334,3,62,0.13513513513513514,0.001449553409648057
Graduation,Married,18690.0,0,0,2012-12-28,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,60,4,12.0,1,67,0.05128205128205128,0.003210101118185223
Graduation,Divorced,37244.0,1,1,2013-04-27,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,55,4,11.0,3,71,0.04395604395604396,0.0014767082829910056
Graduation,Together,82427.0,0,0,2014-03-12,35,482,147,509,104,107,107,1,3,5,12,1,0,0,1,0,0,0,0,1456,20,69.33333333333333,1,60,0.5555555555555556,0.017663900616295435
2n Cycle,Single,75342.0,0,1,2013-05-06,38,204,97,97,21,118,26,1,5,2,10,4,0,0,0,0,0,0,0,563,17,31.27777777777778,2,68,0.4358974358974359,0.007472492467780683
Graduation,Divorced,70044.0,0,1,2013-02-18,46,1073,0,250,153,14,14,4,7,10,5,5,0,0,0,0,0,0,0,1504,22,65.3913043478261,2,72,0.46808510638297873,0.021471910914412164
Graduation,Single,79146.0,1,1,2014-04-24,33,245,16,223,21,43,16,2,8,1,8,6,0,0,0,0,0,0,0,564,17,31.333333333333332,3,59,0.5,0.0071259807699596955
Graduation,Married,77437.0,0,0,2013-11-26,70,560,21,442,29,44,29,1,4,5,13,1,0,0,1,0,0,0,0,1125,22,48.91304347826087,1,63,0.30985915492957744,0.01452775123324466
Graduation,Married,54984.0,0,1,2014-05-24,51,173,13,131,32,3,6,4,6,1,6,7,0,0,0,1,0,0,0,358,13,25.571428571428573,2,67,0.25,0.006510866599981813
PhD,Married,42403.0,1,0,2013-12-11,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,42,4,8.4,2,55,0.21052631578947367,0.0009904725969248184
Graduation,Together,55761.0,0,1,2014-04-24,97,136,1,12,0,3,32,2,4,1,3,6,0,1,0,0,0,0,0,184,8,20.444444444444443,2,62,0.08163265306122448,0.00329973817294932
Graduation,Together,37292.0,1,0,2013-04-18,32,275,0,86,10,23,66,5,6,3,5,8,0,0,0,0,0,0,0,460,14,30.666666666666668,2,43,0.42424242424242425,0.012334754511570536
PhD,Single,45576.0,0,0,2014-05-28,9,56,19,29,2,14,25,1,3,1,3,8,0,0,0,0,0,0,1,145,7,18.125,1,81,0.7,0.0031814292296553086
Graduation,Together,70321.0,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,0,0,0,0,0,0,1,1376,24,55.04,1,79,3.4285714285714284,0.019567134040556298
PhD,Divorced,58086.0,0,1,2013-01-20,80,708,7,62,0,0,15,2,11,3,7,8,0,0,0,0,0,0,0,792,21,36.0,2,57,0.25925925925925924,0.013634720333293163
Graduation,Married,81795.0,0,0,2012-10-26,74,324,132,693,27,118,88,1,4,11,7,2,0,0,0,0,0,0,0,1382,22,60.08695652173913,1,74,0.29333333333333333,0.016895691720866544
Basic,Together,28389.0,0,0,2012-11-20,49,1,5,3,7,4,8,1,1,0,2,7,0,0,0,0,0,0,0,28,3,7.0,1,79,0.06,0.000986262768580486
Master,Married,66835.0,0,0,2013-09-28,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,0,1033,23,43.041666666666664,1,80,1.0454545454545454,0.01545574241426776
Graduation,Divorced,69901.0,0,1,2013-05-29,95,312,21,206,102,92,149,3,7,3,10,5,0,0,0,0,0,0,0,882,20,42.0,2,57,0.20833333333333334,0.012617664730622872
PhD,Married,80360.0,0,0,2013-03-03,56,1493,86,454,112,43,43,2,4,4,5,2,0,1,1,1,0,0,0,2231,13,159.35714285714286,1,77,0.22807017543859648,0.02776222296885305
PhD,Together,63342.0,0,1,2012-10-16,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,1,1101,16,64.76470588235294,2,65,0.32653061224489793,0.017381557551742102
Graduation,Married,44989.0,0,1,2012-09-12,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,369,11,30.75,2,52,0.4074074074074074,0.0082018226272505
2n Cycle,Single,31859.0,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,0,0,0,0,0,48,4,9.6,2,46,1.0,0.0015065913370998117
PhD,Widow,51569.0,0,1,2013-02-12,39,380,0,47,6,0,34,4,7,1,7,8,0,1,0,0,0,0,1,467,15,29.1875,2,77,0.375,0.009055652511149894
Graduation,Widow,30372.0,1,1,2012-12-25,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,44,5,7.333333333333333,3,55,0.14705882352941177,0.0014486550554769038
Basic,Single,16014.0,1,1,2013-03-17,42,3,9,4,7,8,7,4,1,1,4,3,0,0,0,0,0,0,0,38,6,5.428571428571429,3,47,0.13953488372093023,0.002372775522947237
Graduation,Married,41120.0,1,1,2013-11-06,80,24,2,23,0,8,24,3,2,1,3,6,0,0,0,0,0,0,0,81,6,11.571428571428571,3,58,0.07407407407407407,0.001969796454366382
Master,Single,39763.0,1,0,2013-08-04,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,0,1,167,8,18.555555555555557,2,55,0.8,0.004199778694296348
PhD,Married,38725.0,1,1,2014-05-10,52,31,0,6,2,1,5,2,1,0,4,4,0,0,0,0,0,0,0,45,5,7.5,3,71,0.09433962264150944,0.0011620100191086092
Graduation,Married,77981.0,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0,0,0,0,0,0,664,18,34.94736842105263,2,54,0.22784810126582278,0.008514785463312047
2n Cycle,Married,62905.0,0,1,2013-09-10,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,622,17,34.55555555555556,2,62,0.2463768115942029,0.009887769052236671
2n Cycle,Divorced,13533.0,1,0,2013-03-10,45,12,3,8,8,0,17,2,2,0,3,7,0,0,0,0,0,0,0,48,5,8.0,2,47,0.10869565217391304,0.0035466233190483225
Graduation,Together,59481.0,0,1,2013-10-23,47,178,3,85,71,66,58,2,3,3,8,2,0,0,0,0,0,0,0,461,14,30.733333333333334,2,51,0.2916666666666667,0.007750243771224908
Graduation,Married,72117.0,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0,0,0,0,0,0,1073,25,41.26923076923077,2,49,0.7142857142857143,0.014878393743586899
